Rank;Player Tag;Player Name;Total Earnings;Country;Primary Game;Game Earnings;Earnings Percentage;Player Profile Link;Title;Name;Date of Birth;Age;Country Ranking;Total Prize Money Earned;Alternate IDs;Player;Total_2023;Total_2022;Total_2021;Total_2020;Total_2019;Total_2018;Total_2017;Total_2016;Total_2015;Total_2014;Total_2013;Total_2012;Total_2011;Total_2010;Total_2009;Total_2008;Total_2007;Total_2006;Total_2005;Total_2004;Total_2003;Total_2002;Total_2001
159;Setty;Iwa Zając;$1,073,576.81;Poland;Fortnite;$1,071,376.81;99.80%;https://www.esportsearnings.com/players/62311-setty-iwa-zajac;"Park ""Dark"" Ryung Woo - StarCraft II Player";Park, Ryung Woo(박령우);October 6, 1995;28;#5;$1,038,377.17From 360 Tournaments;Dark;Setty Iwa Zając;$429,961.22;$269,400.00;$343,040.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;Th0masHD;Thomas Høxbro Davidsen;$1,059,851.84;Denmark;Fortnite;$1,059,851.84;100.00%;https://www.esportsearnings.com/players/80697-th0mashd-thomas-hoxbro-davidsen;"Ye ""BoBoKa"" Zhibiao - Dota 2 Player";Ye, Zhibiao(叶智标);January 6, 1997;26;#44;$1,038,346.95From 83 Tournaments;BoBoKa, Borax;Th0masHD Thomas Høxbro Davidsen;$246,223.84;$307,225.00;$270,293.00;$141,095.00;$92,490.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;coldzera;Marcelo David;$1,048,601.46;Brazil;Counter-Strike: Global Offensive;$1,048,601.46;100.00%;https://www.esportsearnings.com/players/12182-coldzera-marcelo-david;"Lin ""King"" Yien - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Lin, Yien(林以恩);July 28, 1999;24;#2;$1,031,286.07From 18 Tournaments;King, 皇儿;coldzera Marcelo David;0;0;0;0;$93,008.04;$173,800.00;$311,554.88;$366,194.79;$25,610.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;Dark;Park, Ryung Woo;$1,040,152.17;Korea, Republic of;StarCraft II;$1,040,152.17;100.00%;https://www.esportsearnings.com/players/3620-dark-park-ryung-woo;"Chai ""Mushi"" Yee Fung - Dota 2 Player";Chai, Yee Fung(蔡宜风);November 27, 1990;33;#5;$1,028,588.67From 93 Tournaments;DK.MuShi-.DouYuTV, Mushi, Mushi.My;Dark Park, Ryung Woo;$84,955.51;0;0;0;$295,487.95;$150,406.15;$71,563.04;$189,748.16;$32,193.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;BoBoKa;Ye, Zhibiao;$1,038,346.95;China;Dota 2;$1,038,346.95;100.00%;https://www.esportsearnings.com/players/20101-boboka-ye-zhibiao;"Kuku ""Kuku"" Palad - Dota 2 Player";Kuku Palad;September 21, 1996;27;#2;$1,022,661.30From 65 Tournaments;BossKu^, Ku, KuKu, Kuku^;BoBoKa Ye, Zhibiao;0;$314,267.00;$167,806.73;0;0;0;$364,141.33;$43,006.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;King;Lin, Yien;$1,031,286.07;Taiwan, Republic of China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$1,031,286.07;100.00%;https://www.esportsearnings.com/players/89310-king-lin-yien;"Helvijs ""broky"" Saukants - Counter-Strike 2 Player";Helvijs Saukants;February 14, 2001;22;#1;$1,017,832.41From 125 Tournaments;broky;King Lin, Yien;0;$517,870.78;$301,921.68;$201,262.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Mushi;Chai, Yee Fung;$1,028,588.67;Malaysia;Dota 2;$1,028,301.68;99.97%;https://www.esportsearnings.com/players/3151-mushi-chai-yee-fung;"Austin ""Slasher"" Liddicoat - Call of Duty Player";Austin Liddicoat;September 2, 1994;29;#22;$1,010,333.40From 100 Tournaments;FaZe ISlxsheR, Slasher, VexX SlasheR, War_SSlasher, XxAUST1NxX;Mushi Chai, Yee Fung;0;0;0;0;0;$198,935.15;$46,308.00;$384,828.20;$61,862.78;$248,900.16;$71,478.14;$7,933.47;0;0;0;0;0;0;0;0;0;0;0
166;Kuku;Kuku Palad;$1,022,661.30;Philippines;Dota 2;$1,022,661.30;100.00%;https://www.esportsearnings.com/players/17200-kuku-palad;"Okumoto ""feg"" Ryutaro - Shadowverse Player";Okumoto, Ryutaro(奥元 隆太朗);May 27, 1995;28;#2;$1,003,000.00From 2 Tournaments;feg, ふぇぐ, ふぇぐ(feg)/YL;Kuku Kuku Palad;0;0;$271,880.00;0;$179,520.40;$87,507.86;$288,279.60;$110,752.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;broky;Helvijs Saukants;$1,017,832.41;Latvia;Counter-Strike: Global Offensive;$828,832.41;81.43%;https://www.esportsearnings.com/players/54188-broky-helvijs-saukants;"Matthew ""mero"" Faitel - Fortnite Player";Matthew Faitel;<unknown>;0;#7;$1,000,175.00From 75 Tournaments;mero;broky Helvijs Saukants;$474,000.00;$358,016.67;0;$57,320.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;Slasher;Austin Liddicoat;$1,010,333.40;United States;Call of Duty: Black Ops III;$231,332.50;22.90%;https://www.esportsearnings.com/players/8645-slasher-austin-liddicoat;"- ""sasamumu"" - - Shadowverse Player";- -;<unknown>;0;#3;$1,000,000.00From 1 Tournament;sasamumu;Slasher Austin Liddicoat;$202,500.00;0;0;$77,625.00;$141,750.00;$88,750.00;$100,150.00;$230,332.50;$65,697.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;feg;Okumoto, Ryutaro;$1,003,000.00;Japan;Shadowverse;$1,003,000.00;100.00%;https://www.esportsearnings.com/players/60390-feg-okumoto-ryutaro;"Johan ""pieliedie"" Åström - Dota 2 Player";Johan Åström;August 5, 1991;32;#6;$994,746.71From 88 Tournaments;C9 pieliedie7, pieliedie;feg Okumoto, Ryutaro;0;0;0;0;0;$1,000,000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;mero;Matthew Faitel;$1,001,200.00;Canada;Fortnite;$1,001,200.00;100.00%;https://www.esportsearnings.com/players/80853-mero-matthew-faitel;"Hayden ""Elevate"" Krueger - VALORANT Player";Hayden Krueger;January 8, 2002;21;#8;$994,373.20From 34 Tournaments;el5vat5, elev8te;mero Matthew Faitel;$568,120.00;$160,075.00;$221,370.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;sasamumu;- -;$1,000,000.00;Taiwan, Republic of China;Shadowverse;$1,000,000.00;100.00%;https://www.esportsearnings.com/players/77473-sasamumu-;"Ding ""Dy"" Cong - Dota 2 Player";Ding, Cong(丁聪);May 11, 1997;26;#45;$992,712.36From 52 Tournaments;MC子龙;sasamumu - -;0;0;0;0;$1,000,000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;pieliedie;Johan Åström;$994,746.71;Sweden;Dota 2;$994,746.71;100.00%;https://www.esportsearnings.com/players/4027-pieliedie-johan-astrom;"Jacky ""EternaLEnVy"" Mao - Dota 2 Player";Jacky Mao;July 2, 1991;32;#9;$992,684.79From 112 Tournaments;Adlet Maia, Adlet Meyer, Aisaka Taiga, C9 Nonomiya7 EG conspiracy, EE Emiya Kiritsugu, EE Fire, EE Hinata Shouyou, EE Lost in the Abyss, EE Spirit Bomb, EternaLEnVy, EternaLEnVy 516, Firin, Hikigaya Hachiman, Irvin, Jacky, Kotori, Let It All Out, Sōma Yukihira, Youko Tsukimori;pieliedie Johan Åström;0;0;0;0;$146,320.40;$86,548.95;$74,610.81;$295,794.92;$147,798.80;$211,791.69;$19,855.21;0;0;0;0;0;0;0;0;0;0;0;0
173;Elevate;Hayden Krueger;$994,373.20;Canada;Fortnite;$992,233.20;99.78%;https://www.esportsearnings.com/players/51885-elevate-hayden-krueger;"Zhou ""Yang"" Haiyang - Dota 2 Player";Zhou, Haiyang(周海洋);November 15, 1996;27;#46;$991,771.05From 68 Tournaments;Yang;Elevate Hayden Krueger;0;0;0;0;$959,025.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;Dy;Ding, Cong;$992,712.36;China;Dota 2;$992,712.36;100.00%;https://www.esportsearnings.com/players/44114-dy-ding-cong;"Preston ""Priestahh"" Greiner - Call of Duty Player";Preston Greiner;<unknown>;0;#23;$988,029.18From 58 Tournaments;Priest, Priestahh;Dy Ding, Cong;0;0;$319,966.15;$62,913.20;$506,933.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;EternaLEnVy;Jacky Mao;$992,684.79;Canada;Dota 2;$992,684.79;100.00%;https://www.esportsearnings.com/players/3522-eternalenvy-jacky-mao;"Timothy ""Tims"" Randrup - Dota 2 Player";Timothy Randrup;July 4, 1997;26;#3;$981,232.55From 69 Tournaments;Tims;EternaLEnVy Jacky Mao;0;0;0;0;0;$94,032.20;$62,946.61;$299,779.00;$246,488.31;$218,098.03;$19,995.21;0;0;0;0;0;0;0;0;0;0;0;0
176;Yang;Zhou, Haiyang;$991,771.05;China;Dota 2;$991,771.05;100.00%;https://www.esportsearnings.com/players/17872-yang-zhou-haiyang;"Anthony ""Shotzzy"" Cuevas-Castro - Call of Duty Player";Anthony Cuevas-Castro;July 4, 2001;22;#24;$967,150.00From 69 Tournaments;Shotzzy;Yang Zhou, Haiyang;0;0;$140,277.84;$69,473.60;$506,933.50;$165,392.88;0;$75,684.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;Priestahh;Preston Greiner;$988,029.18;United States;Call of Duty: Modern Warfare II;$365,000.00;36.94%;https://www.esportsearnings.com/players/38097-priestahh-preston-greiner;"Freddy ""KRiMZ"" Johansson - Counter-Strike 2 Player";Freddy Johansson;April 25, 1994;29;#7;$965,961.90From 160 Tournaments;KRiMZ;Priestahh Preston Greiner;$315,000.00;0;$116,066.67;$249,212.51;$136,625.00;$89,250.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;Tims;Timothy Randrup;$981,232.55;Philippines;Dota 2;$981,232.55;100.00%;https://www.esportsearnings.com/players/30782-tims-timothy-randrup;"Mathieu ""ZywOo"" Herbaut - Counter-Strike 2 Player";Mathieu Herbaut;November 9, 2000;23;#3;$958,477.81From 107 Tournaments;Herbus Doubledoor, The Chosen One, ZywOo;Tims Timothy Randrup;0;$146,824.80;0;0;$366,370.40;$89,007.86;$288,279.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179;Shotzzy;Anthony Cuevas-Castro;$967,150.00;United States;Call of Duty: Modern Warfare;$355,500.00;36.76%;https://www.esportsearnings.com/players/35588-shotzzy-anthony-cuevas-castro;"Aleksa ""Queasy"" Cvetkovic - Fortnite Player";Aleksa Cvetkovic;April 17, 2002;21;#1;$957,608.00From 170 Tournaments;Queasy;Shotzzy Anthony Cuevas-Castro;$93,500.00;$117,500.00;$178,125.00;$351,625.00;0;$178,125.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;KRiMZ;Freddy Johansson;$965,961.90;Sweden;Counter-Strike: Global Offensive;$963,961.90;99.79%;https://www.esportsearnings.com/players/5000-krimz-freddy-johansson;"Hikaru ""Hikaru"" Nakamura - Chess.com Player";Hikaru Nakamura(中村 光);December 9, 1987;36;#25;$956,454.71From 239 Tournaments;Hikaru, TSMFTXH;KRiMZ Freddy Johansson;0;0;0;$64,250.00;$108,950.00;$269,316.67;$78,000.00;$132,022.20;$170,372.95;$39,501.35;0;0;0;0;0;0;0;0;0;0;0;0;0
181;Hikaru;Hikaru Nakamura;$964,054.71;United States;Chess.com;$591,015.25;61.31%;https://www.esportsearnings.com/players/75837-hikaru-nakamura;"Lee ""Duke"" Ho Seong - League of Legends Player";Lee, Ho Seong(이호성);December 19, 1994;29;#6;$954,872.27From 27 Tournaments;Duke, KT Leopard, Leopard, 나진 듀크, 나진 퓨어;Hikaru Hikaru Nakamura;$142,407.59;$283,776.37;$149,627.00;$329,644.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;Queasy;Aleksa Cvetkovic;$959,820.50;Serbia;Fortnite;$959,820.50;100.00%;https://www.esportsearnings.com/players/68955-queasy-aleksa-cvetkovic;"Sun ""TanRan"" Linwei - Arena of Valor Player";Sun, Linwei(孙麟威);September 20, 2003;20;#47;$951,341.54From 11 Tournaments;TanRan, 坦然;Queasy Aleksa Cvetkovic;$247,166.50;$393,450.00;$236,914.00;$73,425.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;ZywOo;Mathieu Herbaut;$958,477.81;France;Counter-Strike: Global Offensive;$817,677.81;85.31%;https://www.esportsearnings.com/players/31001-zywoo-mathieu-herbaut;"Olof ""olofmeister"" Kajbjer - Counter-Strike 2 Player";Olof Kajbjer;January 31, 1992;31;#8;$939,855.42From 160 Tournaments;fnatic olofmeister3-1 * Kinguin, olofm, olofmeister;ZywOo Mathieu Herbaut;$404,133.33;0;$127,783.33;$112,866.67;$181,160.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;Duke;Lee, Ho Seong;$954,872.27;Korea, Republic of;League of Legends;$954,872.27;100.00%;https://www.esportsearnings.com/players/6466-duke-lee-ho-seong;"Guo ""NuoYan"" Guixin - Arena of Valor Player";Guo, Guixin(郭桂新);December 3, 1999;24;#48;$936,179.08From 15 Tournaments;NuoYan, Sun, 诺言;Duke Lee, Ho Seong;0;0;0;0;0;$445,930.37;0;$422,755.33;0;$20,095.79;0;0;0;0;0;0;0;0;0;0;0;0;0
185;TanRan;Sun, Linwei;$952,637.35;China;Arena of Valor;$952,637.35;100.00%;https://www.esportsearnings.com/players/102465-tanran-sun-linwei;"Ilya ""Lil"" Ilyuk - Dota 2 Player";Ilya Ilyuk;December 24, 1995;27;#7;$933,426.85From 76 Tournaments;Lil;TanRan Sun, Linwei;0;$757,777.03;$153,749.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;olofmeister;Olof Kajbjer;$939,855.42;Sweden;Counter-Strike: Global Offensive;$937,714.60;99.77%;https://www.esportsearnings.com/players/5001-olofmeister-olof-kajbjer;"Jesper ""JW"" Wecksell - Counter-Strike 2 Player";Jesper Wecksell;February 23, 1995;28;#9;$927,344.68From 185 Tournaments;fnatic jw, fnatic JWonderchild, JeSpErW, jw, JW$hA;olofmeister Olof Kajbjer;0;0;0;0;$118,433.33;$131,157.40;$264,300.00;$122,506.32;$175,972.95;$39,501.35;0;0;0;0;0;0;0;0;0;0;0;0;0
187;NuoYan;Guo, Guixin;$938,449.81;China;Arena of Valor;$938,449.81;100.00%;https://www.esportsearnings.com/players/60565-nuoyan-guo-guixin;"Bradley ""Frosty"" Bergstrom - Halo Player";Bradley Bergstrom;October 12, 1997;26;#26;$925,590.00From 79 Tournaments;CLG Frosty, Frosty, iTz So Frosty;NuoYan Guo, Guixin;0;$194,184.25;$153,749.51;$59,648.48;$475,717.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;Lil;Ilya Ilyuk;$935,426.85;Ukraine;Dota 2;$935,426.85;100.00%;https://www.esportsearnings.com/players/11722-lil-ilya-ilyuk;"Bae ""Bang"" Jun Sik - League of Legends Player";Bae, Jun Sik(배준식);May 18, 1996;27;#7;$915,941.68From 34 Tournaments;Bang, SKT T1 Bang, Stephan Felix;Lil Ilya Ilyuk;0;0;0;0;0;0;$496,756.81;$45,678.40;$323,549.69;$17,573.89;0;0;0;0;0;0;0;0;0;0;0;0;0
189;XingYu;Li, Yuhao;$927,821.36;China;Arena of Valor;$927,821.36;100.00%;https://www.esportsearnings.com/players/89897-xingyu-li-yuhao;"Kenneth ""Kenny"" Williams - Call of Duty Player";Kenneth Williams;September 2, 1999;24;#27;$913,228.33From 54 Tournaments;Kenny, Kuavo, KuavoKenny;XingYu Li, Yuhao;$100,880.66;$223,916.51;0;$266,949.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;JW;Jesper Wecksell;$927,344.68;Sweden;Counter-Strike: Global Offensive;$921,251.68;99.34%;https://www.esportsearnings.com/players/3875-jw-jesper-wecksell;"Lee ""Wolf"" Jae Wan - League of Legends Player";Lee, Jae Wan(이재완);September 9, 1996;27;#8;$913,167.87From 35 Tournaments;a ArcticWolf, a Wolf, SKT T1 WoIf, Wolf;JW Jesper Wecksell;0;0;0;$64,250.00;$110,250.00;$277,016.67;$70,952.41;$137,822.20;$169,872.95;$38,416.97;$27,983.70;0;0;0;0;0;0;0;0;0;0;0;0
191;Frosty;Bradley Bergstrom;$925,590.00;United States;Halo 5: Guardians;$582,850.00;62.97%;https://www.esportsearnings.com/players/20234-frosty-bradley-bergstrom;"Paul ""SnakeBite"" Duarte - Halo Player";Paul Duarte;May 3, 1995;28;#28;$904,815.00From 92 Tournaments;CLG SnakeBite, SnakeBite, Snake_Bite_71;Frosty Bradley Bergstrom;$162,375.00;0;0;$73,000.00;0;$117,000.00;$170,375.00;$293,500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;Bang;Bae, Jun Sik;$915,941.68;Korea, Republic of;League of Legends;$915,941.68;100.00%;https://www.esportsearnings.com/players/3636-bang-bae-jun-sik;"Cha ""Pio"" Seung Hoon - PUBG Player";Cha, Seung Hoon(차승훈);March 24, 1996;27;#9;$903,731.67From 45 Tournaments;Pio;Bang Bae, Jun Sik;0;0;0;0;0;0;$271,894.37;$420,169.33;$200,139.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;Kenny;Kenneth Williams;$913,228.33;United States;Call of Duty: Vanguard;$410,583.33;44.96%;https://www.esportsearnings.com/players/22135-kenny-kenneth-williams;"David ""Moo"" Hull - Dota 2 Player";David William Hull;November 9, 1995;28;#29;$899,311.33From 76 Tournaments;DC.Moo.hotaW, Moo;Kenny Kenneth Williams;$91,500.00;$388,500.00;0;$73,875.00;$141,625.00;$139,950.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;Wolf;Lee, Jae Wan;$913,167.87;Korea, Republic of;League of Legends;$913,167.87;100.00%;https://www.esportsearnings.com/players/3836-wolf-lee-jae-wan;"Xu ""BurNIng"" Zhilei - Dota 2 Player";Xu, Zhilei(徐志雷);February 16, 1988;35;#49;$896,625.35From 78 Tournaments;AAA, BurNIng, CH.BurNIng, DK.BurNIng, DK.BurNIng.DouYuTV, EH.GIGABYTE.AAA;Wolf Lee, Jae Wan;0;0;0;0;0;0;$271,894.37;$420,169.33;$203,688.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;Pio;Cha, Seung Hoon;$905,087.92;Korea, Republic of;PLAYERUNKNOWN’S BATTLEGROUNDS;$905,087.92;100.00%;https://www.esportsearnings.com/players/56720-pio-cha-seung-hoon;"Marc Polo ""Raven"" Luis Fausto - Dota 2 Player";Marc Polo Luis Fausto;September 22, 1998;25;#4;$891,959.42From 54 Tournaments;Raven;Pio Cha, Seung Hoon;0;0;$260,576.50;0;$586,003.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;SnakeBite;Paul Duarte;$904,815.00;United States;Halo 5: Guardians;$581,250.00;64.24%;https://www.esportsearnings.com/players/1191-snakebite-paul-duarte;"Robin ""flusha"" Rönnquist - CS:GO Player";Robin Rönnquist;August 12, 1993;30;#10;$887,302.89From 190 Tournaments;flusha, fnatic flusha, fnatic flusha * Kinguin, hGh flusha=DDD;SnakeBite Paul Duarte;$162,375.00;0;0;0;0;$117,000.00;$170,375.00;$293,500.00;0;0;0;$6,500.00;$20,200.00;$4,500.00;0;0;0;0;0;0;0;0;0
197;Moo;David Hull;$899,311.33;United States;Dota 2;$899,311.33;100.00%;https://www.esportsearnings.com/players/18220-moo-david-hull;"Sam ""Octane"" Larew - Call of Duty Player";Sam Larew;June 23, 1997;26;#30;$886,948.75From 75 Tournaments;Jus Octane, Octane, OpTic Octane, SamuelOctane;Moo David Hull;0;0;0;0;0;0;0;$719,142.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;BurNIng;Xu, Zhilei;$896,625.35;China;Dota 2;$865,896.21;96.57%;https://www.esportsearnings.com/players/3157-burning-xu-zhilei;"Lin ""NuanYang"" Heng - Arena of Valor Player";Lin, Heng(林桓);July 30, 2000;23;#50;$877,029.67From 19 Tournaments;NuanYang, 暖阳;BurNIng Xu, Zhilei;0;0;0;0;0;0;$336,750.40;$35,893.85;$185,832.20;$245,685.86;$40,770.84;$28,587.30;$12,226.42;$8,179.71;0;0;0;0;0;0;0;0;0
199;Raven;Marc Polo Luis Fausto;$891,959.42;Philippines;Dota 2;$891,959.42;100.00%;https://www.esportsearnings.com/players/27814-raven-marc-polo-luis-fausto;"Mathew ""Royal 2"" Fiorante - Halo Player";Mathew Fiorante;May 27, 1996;27;#10;$875,677.50From 78 Tournaments;CLG Royal 2, Royal 2, RoYaL2;Raven Marc Polo Luis Fausto;0;0;$176,240.00;0;$108,800.00;$74,532.20;$288,279.60;$109,581.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;flusha;Robin Rönnquist;$887,302.89;Sweden;Counter-Strike: Global Offensive;$887,302.89;100.00%;https://www.esportsearnings.com/players/3878-flusha-robin-ronnquist;"Egor ""flamie"" Vasilyev - CS:GO Player";Egor Sergeyevich Vasilyev(Егор Сергеевич Васильев);April 5, 1997;26;#12;$874,215.23From 138 Tournaments;flame, flamie, flamienator;flusha Robin Rönnquist;0;0;0;$64,250.00;$77,750.00;$274,166.67;$69,050.00;$147,522.20;$177,821.99;$38,446.97;$27,983.70;0;0;0;0;0;0;0;0;0;0;0;0
201;Octane;Sam Larew;$886,948.75;United States;Call of Duty: Vanguard;$382,500.00;43.13%;https://www.esportsearnings.com/players/15103-octane-sam-larew;"Sun ""Agressif"" Zheng - Dota 2 Player";Sun, Zheng(孙正);November 11, 1991;32;#51;$871,452.21From 43 Tournaments;Agressif, CDEC.Agressif.DouYuTV, xh, 上头;Octane Sam Larew;$93,500.00;$388,500.00;0;0;$142,750.00;$75,575.00;$102,125.00;$50,930.00;$20,568.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;Royal 2;Mathew Fiorante;$875,677.50;Canada;Halo 5: Guardians;$581,250.00;66.38%;https://www.esportsearnings.com/players/1208-royal-2-mathew-fiorante;"Go ""ESTH3R"" Jeong-wan - PUBG Player";Go, Jeong-wan(고정완);June 29, 1995;28;#10;$870,502.46From 30 Tournaments;ESTH3R, Esther;Royal 2 Mathew Fiorante;$162,375.00;0;0;0;0;$117,000.00;$170,375.00;$293,500.00;0;0;0;$6,500.00;$17,500.00;0;0;0;0;0;0;0;0;0;0
203;flamie;Egor Vasilyev;$874,215.23;Russian Federation;Counter-Strike: Global Offensive;$873,627.81;99.93%;https://www.esportsearnings.com/players/8168-flamie-egor-vasilyev;"Clément ""Skite"" Danglot - Fortnite Player";Clément Danglot;November 27, 1999;24;#4;$868,819.76From 59 Tournaments;Skite;flamie Egor Vasilyev;0;0;$119,100.00;$122,700.00;$107,800.00;$233,600.00;$53,681.58;$143,883.33;$78,959.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;ESTH3R;Go, Jeong-wan;$871,858.71;Korea, Republic of;PLAYERUNKNOWN’S BATTLEGROUNDS;$871,439.11;99.95%;https://www.esportsearnings.com/players/43755-esth3r-go-jeong-wan;"Nathan ""NBK"" Schmitt - Counter-Strike 2 Player";Nathan Schmitt;June 5, 1994;29;#5;$867,550.26From 205 Tournaments;LDLC NBKTANK-* CMSTORM, NBK;ESTH3R Go, Jeong-wan;0;0;$248,760.40;0;$552,176.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;Agressif;Sun, Zheng;$871,452.21;China;Dota 2;$871,452.21;100.00%;https://www.esportsearnings.com/players/12672-agressif-sun-zheng;"Abed ""Abed"" Yusop - Dota 2 Player";Abed Yusop;August 2, 2000;23;#5;$859,796.69From 59 Tournaments;Abed;Agressif Sun, Zheng;0;0;0;0;0;0;$44,518.45;$136,268.00;$651,447.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;Skite;Clément Danglot;$868,819.77;France;Fortnite;$868,492.77;99.96%;https://www.esportsearnings.com/players/49566-skite-clement-danglot;"Melchior ""Seleri"" Hillenkamp - Dota 2 Player";Melchior Hillenkamp;July 3, 1999;24;#2;$851,265.11From 74 Tournaments;Seleri;Skite Clément Danglot;0;0;0;0;$731,538.28;$113,395.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
207;NBK;Nathan Schmitt;$867,550.27;France;Counter-Strike: Global Offensive;$842,358.21;97.10%;https://www.esportsearnings.com/players/3290-nbk-nathan-schmitt;"Richard ""shox"" Papillon - Counter-Strike 2 Player";Richard Papillon;May 27, 1992;31;#6;$849,418.13From 221 Tournaments;LDLC shox * CMSTORM, shox, shoxie;NBK Nathan Schmitt;0;0;0;$93,150.00;$130,124.23;0;$282,500.00;$88,423.73;$118,083.29;$40,360.83;$22,272.32;$9,796.76;$11,019.23;$8,852.80;0;0;0;0;0;0;0;0;0
208;Abed;Abed Yusop;$859,796.69;Philippines;Dota 2;$859,796.69;100.00%;https://www.esportsearnings.com/players/30781-abed-yusop;"Dylan ""Envoy"" Hannon - Call of Duty Player";Dylan Hannon;<unknown>;0;#31;$848,779.16From 59 Tournaments;Envoy;Abed Abed Yusop;$101,552.20;$98,122.40;$211,680.00;0;$178,990.20;$104,932.20;$104,963.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;Seleri;Melchior Hillenkamp;$851,265.11;Netherlands;Dota 2;$851,265.11;100.00%;https://www.esportsearnings.com/players/21640-seleri-melchior-hillenkamp;"Wesley ""GMWSO"" So - Chess.com Player";Wesley Barbasa So;October 9, 1993;30;#32;$843,151.36From 62 Tournaments;GMWSO;Seleri Melchior Hillenkamp;$654,227.40;$124,789.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;shox;Richard Papillon;$849,418.13;France;Counter-Strike: Global Offensive;$829,499.83;97.66%;https://www.esportsearnings.com/players/3881-shox-richard-papillon;"Damon ""Karma"" Barlow - Call of Duty Player";Damon Barlow;July 17, 1993;30;#11;$840,837.25From 126 Tournaments;coL TBGKarma, Fariko Karma, Impact DKarma, Karma, Karma nV, OGTenthGrain, oOYOSHIOo, OpTic Karma, OpTic-Karma-Stan, sallynonose, x--Karma--x, [God]Impact DKarma;shox Richard Papillon;0;0;$128,283.33;$113,299.23;$129,683.18;0;$132,500.00;$127,109.11;$61,583.39;$44,454.14;$18,721.92;0;$9,099.81;0;$3,632.92;$3,503.23;0;0;0;0;0;0;0
211;Envoy;Dylan Hannon;$848,779.16;United States;Call of Duty: Vanguard;$400,000.00;47.13%;https://www.esportsearnings.com/players/22136-envoy-dylan-hannon;"Abay ""HObbit"" Khasenov - Counter-Strike 2 Player";Abay Khasenov(Абай Хасенов);May 18, 1994;29;#1;$839,947.92From 107 Tournaments;Hobbit, HObbitt, Hobbitzce, Xo66uT;Envoy Dylan Hannon;$91,500.00;$388,500.00;$93,375.00;$168,033.33;$103,645.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;GMWSO;Wesley So;$843,501.36;United States;Chess.com;$396,586.93;47.02%;https://www.esportsearnings.com/players/75838-gmwso-wesley-so;"Chuan ""Ah-fu"" Tue Soon - Dota 2 Player";Chuan, Tue Soon(张顺权);June 6, 1994;29;#6;$838,619.35From 51 Tournaments;Ah-fu, Ahfu, Taufukia;GMWSO Wesley So;$88,683.55;$277,617.18;$208,217.97;$246,180.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
